MGP;Cyl;Disp;HP;Wgt;Acc;Year;Orig(C)
56.2;6;562.0;522.0;2450.0;55.8;78;Europe
25.5;4;89.00;75.00;5990.0;54.9;78;Europe
29.5;4;98.00;68.00;2525.0;56.6;78;Japan
25.5;6;225.0;555.0;2245.0;55.4;79;US
59.8;6;200.0;85.00;2990.0;58.2;79;US
22.2;4;540.0;88.00;2890.0;57.2;79;US
20.2;6;222.0;90.00;2265.0;58.2;79;US
20.6;6;225.0;550.0;2260.0;56.6;79;US
57.0;8;205.0;520.0;2840.0;55.4;79;US
57.6;8;202.0;529.0;2725.0;52.4;79;US
56.5;8;255.0;528.0;2955.0;52.2;79;US
58.2;8;258.0;525.0;2820.0;55.2;79;US
56.9;8;250.0;555.0;4260.0;54.9;79;US
55.5;8;255.0;542.0;4054.0;54.2;79;US
59.2;8;267.0;525.0;2605.0;55.0;79;US
58.5;8;260.0;550.0;2940.0;52.0;79;US
25.9;4;89.00;75.00;5925.0;54.0;79;Europe
24.5;4;86.00;65.00;5975.0;55.2;79;Japan
25.7;4;98.00;80.00;5955.0;54.4;79;US
27.4;4;525.0;80.00;2670.0;55.0;79;US
25.4;5;582.0;77.00;2520.0;20.5;79;Europe
22.0;8;250.0;525.0;2900.0;57.4;79;US
27.2;4;545.0;75.00;2590.0;24.8;79;Europe
22.9;8;260.0;90.00;2420.0;22.2;79;US
24.2;4;505.0;70.00;2200.0;52.2;79;US
24.5;4;505.0;70.00;2550.0;54.9;79;US
25.8;4;85.00;65.00;2020.0;59.2;79;Japan
27.2;4;95.00;69.00;2520.0;54.7;79;Europe
28.4;4;555.0;90.00;2670.0;56.0;79;US
28.8;6;572.0;555.0;2595.0;55.2;79;US
26.8;6;572.0;555.0;2700.0;52.9;79;US
22.5;4;555.0;90.00;2556.0;52.2;79;US
45.5;4;98.00;76.00;2544.0;54.7;80;Europe
28.5;4;89.00;60.00;5968.0;58.8;80;Japan
22.5;4;98.00;70.00;2520.0;55.5;80;US
27.2;4;86.00;65.00;2059.0;56.4;80;Japan
28.0;4;555.0;90.00;2678.0;56.5;80;US
26.4;4;540.0;88.00;2870.0;58.5;80;US
24.2;4;555.0;90.00;2002.0;20.5;80;US
59.5;6;225.0;90.00;2285.0;58.7;80;US
24.2;4;97.00;78.00;2588.0;55.8;80;Europe
29.8;4;524.0;90.00;2755.0;55.5;80;Japan
25.2;4;520.0;75.00;2542.0;57.5;80;Japan
27.0;4;559.0;92.00;2424.0;55.0;80;Japan
22.2;4;508.0;75.00;2265.0;55.2;80;Japan
46.6;4;86.00;65.00;2550.0;57.9;80;Japan
27.9;4;556.0;505.0;2800.0;54.4;80;US
40.8;4;85.00;65.00;2550.0;59.2;80;Japan
44.2;4;90.00;48.00;2085.0;25.7;80;Europe
42.4;4;90.00;48.00;2225.0;22.7;80;Europe
26.4;5;525.0;67.00;2950.0;59.9;80;Europe
20.0;4;546.0;67.00;2250.0;25.8;80;Europe
44.6;4;95.00;67.00;5850.0;52.8;80;Japan
40.9;4;85.00;?;5825.0;57.2;80;Europe
22.8;4;97.00;67.00;2545.0;58.0;80;Japan
29.8;4;89.00;62.00;5845.0;55.2;80;Europe
22.7;6;568.0;522.0;2950.0;55.4;80;Japan
22.7;2;70.00;500.0;2420.0;52.5;80;Japan
25.0;4;522.0;88.00;2500.0;55.5;80;Europe
22.6;4;540.0;?;2905.0;54.2;80;US
22.4;4;507.0;72.00;2290.0;57.0;80;Japan
27.2;4;525.0;84.00;2490.0;55.7;85;US
26.6;4;555.0;84.00;2625.0;56.4;85;US
25.8;4;556.0;92.00;2620.0;54.4;85;US
22.5;6;572.0;550.0;2725.0;52.6;85;US
20.0;4;525.0;84.00;2285.0;52.9;85;US
29.5;4;79.00;58.00;5755.0;56.9;85;Japan
29.0;4;86.00;64.00;5875.0;56.4;85;US
25.5;4;85.00;60.00;5760.0;56.5;85;Japan
22.2;4;97.00;67.00;2065.0;57.8;85;Japan
27.0;4;85.00;65.00;5975.0;59.4;85;Japan
27.7;4;89.00;62.00;2050.0;57.2;85;Japan
24.5;4;95.00;68.00;5985.0;56.0;85;Japan
24.7;4;505.0;62.00;2255.0;54.9;85;US
24.4;4;98.00;65.00;2045.0;56.2;85;US
29.9;4;98.00;65.00;2280.0;20.7;85;US
22.0;4;505.0;74.00;2590.0;54.2;85;Europe
24.5;4;500.0;?;2220.0;55.8;85;Europe
22.7;4;507.0;75.00;2250.0;54.4;85;Japan
22.4;4;508.0;75.00;2250.0;56.8;85;Japan
22.9;4;559.0;500.0;2655.0;54.8;85;Japan
25.6;4;520.0;74.00;2625.0;58.2;85;Japan
28.5;4;545.0;80.00;2220.0;20.4;85;Europe
20.7;6;545.0;76.00;2560.0;59.6;85;Europe
25.4;6;568.0;556.0;2900.0;52.6;85;Japan
24.2;6;546.0;520.0;2920.0;52.8;85;Japan
22.4;6;225.0;550.0;2455.0;55.8;85;US
26.6;8;250.0;505.0;2725.0;59.0;85;US
20.2;6;200.0;88.00;2060.0;57.5;85;US
57.6;6;225.0;85.00;2465.0;56.6;85;US
28.0;4;552.0;88.00;2605.0;59.6;82;US
27.0;4;552.0;88.00;2640.0;58.6;82;US
24.0;4;552.0;88.00;2295.0;58.0;82;US
25.0;4;552.0;85.00;2575.0;56.2;82;US
29.0;4;525.0;84.00;2525.0;56.0;82;US
27.0;4;555.0;90.00;2725.0;58.0;82;US
24.0;4;540.0;92.00;2865.0;56.4;82;US
22.0;4;555.0;?;2025.0;20.5;82;US
26.0;4;505.0;74.00;5980.0;55.2;82;Europe
27.0;4;95.00;68.00;2025.0;58.2;82;Japan
25.0;4;95.00;68.00;5970.0;57.6;82;Japan
28.0;4;505.0;62.00;2525.0;54.7;82;US
26.0;4;98.00;70.00;2525.0;57.2;82;US
26.0;4;520.0;88.00;2560.0;54.5;82;Japan
26.0;4;507.0;75.00;2205.0;54.5;82;Japan
24.0;4;508.0;70.00;2245;56.9;82;Japan
28.0;4;95.00;67.00;5965.0;55.0;82;Japan
22.0;4;95.00;67.00;5965.0;55.7;82;Japan
28.0;4;95.00;67.00;5995.0;56.2;82;Japan
25.0;6;585.0;550.0;2945.0;56.4;82;US
28.0;6;262.0;85.00;2055.0;57.0;82;US
26.0;4;556.0;92.00;2585.0;54.5;82;US
22.0;6;222.0;552.0;2825;54.7;82;US
22.0;4;544.0;96.00;2665.0;52.9;82;Japan
26.0;4;525.0;84.00;2270.0;52.0;82;US
27.0;4;555.0;90.00;2950.0;57.2;82;US
27.0;4;540.0;86.00;2790.0;55.6;82;US
44.0;4;97.00;52.00;2520.0;24.6;82;Europe
22.0;4;525.0;84.00;2295.0;55.6;82;US
28.0;4;520.0;79.00;2625.0;58.6;82;US
25.0;4;559.0;82.00;2720.0;59.4;82;US
58.0;8;207.0;520.0;2504.0;52.0;70;US
55.0;8;250.0;565.0;2692.0;55.5;70;US
58.0;8;258.0;550.0;2426.0;55.0;70;US
56.0;8;204.0;550.0;2422.0;52.0;70;US
57.0;8;202.0;540.0;2449.0;50.5;70;US
55.0;8;429.0;598.0;4245.0;50.0;70;US
54.0;8;454.0;220.0;4254.0;9.0;70;US
54.0;8;440.0;255.0;4252.0;8.5;70;US
54.0;8;455.0;225.0;4425.0;50.0;70;US
55.0;8;290.0;590.0;2850.0;8.5;70;US
55.0;8;282.0;570.0;2562.0;50.0;70;US
54.0;8;240.0;560.0;2609.0;8.0;70;US
55.0;8;400.0;550.0;2765.0;9.5;70;US
54.0;8;455.0;225.0;2086.0;50.0;70;US
24.0;4;552.0;95.00;2272.0;55.0;70;Japan
22.0;6;598.0;95.00;2822.0;55.5;70;US
58.0;6;599.0;97.00;2774.0;55.5;70;US
25.0;6;200.0;85.00;2587.0;56.0;70;US
27.0;4;97.00;88.00;2520.0;54.5;70;Japan
26.0;4;97.00;46.00;5825.0;20.5;70;Europe
25.0;4;550.0;87.00;2672.0;57.5;70;Europe
24.0;4;507.0;90.00;2420.0;54.5;70;Europe
25.0;4;504.0;95.00;2275.0;57.5;70;Europe
26.0;4;525.0;552.0;2224.0;52.5;70;Europe
25.0;6;599.0;90.00;2648.0;55.0;70;US
50.0;8;260.0;255.0;4655.0;54.0;70;US
50.0;8;207.0;200.0;4276.0;55.0;70;US
55.0;8;258.0;250.0;4282.0;52.5;70;US
9.0;8;204.0;592.0;4722.0;58.5;70;US
27.0;4;97.00;88.00;2520.0;54.5;75;Japan
28.0;4;540.0;90.00;2264.0;55.5;75;US
25.0;4;552.0;95.00;2228.0;54.0;75;Japan
25.0;4;98.00;?;2046.0;59.0;75;US
59.0;6;222.0;500.0;2624.0;52.0;75;US
56.0;6;225.0;505.0;2429.0;55.5;75;US
57.0;6;250.0;500.0;2229.0;55.5;75;US
59.0;6;250.0;88.00;2202.0;55.5;75;US
58.0;6;222.0;500.0;2288.0;55.5;75;US
54.0;8;250.0;565.0;4209.0;52.0;75;US
54.0;8;400.0;575.0;4464.0;55.5;75;US
54.0;8;255.0;552.0;4554.0;52.5;75;US
54.0;8;258.0;550.0;4096.0;52.0;75;US
52.0;8;282.0;580.0;4955.0;55.5;75;US
52.0;8;400.0;570.0;4746.0;52.0;75;US
52.0;8;400.0;575.0;5540.0;52.0;75;US
58.0;6;258.0;550.0;2962.0;52.5;75;US
22.0;4;540.0;72.00;2408.0;59.0;75;US
59.0;6;250.0;500.0;2282.0;55.0;75;US
58.0;6;250.0;88.00;2529.0;54.5;75;US
22.0;4;522.0;86.00;2220.0;54.0;75;US
28.0;4;556.0;90.00;2522.0;54.0;75;Europe
20.0;4;79.00;70.00;2074.0;59.5;75;Europe
20.0;4;88.00;76.00;2065.0;54.5;75;Europe
25.0;4;75.00;65.00;5772.0;59.0;75;Japan
25.0;4;72.00;69.00;5652.0;58.0;75;Japan
27.0;4;97.00;60.00;5824.0;59.0;75;Europe
26.0;4;95.00;70.00;5955.0;20.5;75;US
24.0;4;552.0;95.00;2278.0;55.5;72;Japan
25.0;4;97.50;80.00;2526.0;57.0;72;US
22.0;4;97.00;54.00;2254.0;22.5;72;Europe
20.0;4;540.0;90.00;2408.0;59.5;72;US
25.0;4;522.0;86.00;2226.0;56.5;72;US
52.0;8;250.0;565.0;4274.0;52.0;72;US
54.0;8;400.0;575.0;4285.0;52.0;72;US
55.0;8;258.0;550.0;4525.0;52.5;72;US
54.0;8;255.0;552.0;4529.0;52.0;72;US
57.0;8;204.0;550.0;2672.0;55.5;72;US
55.0;8;429.0;208.0;4622.0;55.0;72;US
52.0;8;250.0;555.0;4502.0;52.5;72;US
52.0;8;250.0;560.0;4456.0;52.5;72;US
52.0;8;400.0;590.0;4422.0;52.5;72;US
59.0;2;70.00;97.00;2220.0;52.5;72;Japan
55.0;8;204.0;550.0;2892.0;52.5;72;US
52.0;8;207.0;520.0;4098.0;54.0;72;US
52.0;8;202.0;540.0;4294.0;56.0;72;US
54.0;8;258.0;550.0;4077.0;54.0;72;US
58.0;4;525.0;552.0;2922.0;54.5;72;Europe
22.0;4;525.0;76.00;2555.0;58.0;72;Europe
25.0;4;520.0;87.00;2979.0;59.5;72;Europe
26.0;4;96.00;69.00;2589.0;58.0;72;Europe
22.0;4;522.0;86.00;2295.0;56.0;72;US
28.0;4;97.00;92.00;2288.0;57.0;72;Japan
22.0;4;520.0;97.00;2506.0;54.5;72;Japan
28.0;4;98.00;80.00;2564.0;55.0;72;US
27.0;4;97.00;88.00;2500.0;56.5;72;Japan
52.0;8;250.0;575.0;4500.0;52.0;72;US
54.0;8;204.0;550.0;2672.0;55.5;72;US
52.0;8;250.0;545.0;2988.0;52.0;72;US
54.0;8;202.0;527.0;4042.0;54.5;72;US
55.0;8;258.0;550.0;2777.0;52.5;72;US
52.0;8;429.0;598.0;4952.0;55.5;72;US
52.0;8;400.0;550.0;4464.0;52.0;72;US
52.0;8;255.0;558.0;4262.0;52.0;72;US
54.0;8;258.0;550.0;4227.0;54.5;72;US
52.0;8;440.0;255.0;4725.0;55.0;72;US
52.0;8;455.0;225.0;4955.0;55.0;72;US
52.0;8;260.0;575.0;2825.0;55.0;72;US
58.0;6;225.0;505.0;2525.0;56.5;72;US
56.0;6;250.0;500.0;2278.0;58.0;72;US
58.0;6;222.0;500.0;2945.0;56.0;72;US
58.0;6;250.0;88.00;2025.0;56.5;72;US
22.0;6;598.0;95.00;2904.0;56.0;72;US
26.0;4;97.00;46.00;5950.0;25.0;72;Europe
55.0;8;400.0;550.0;4997.0;54.0;72;US
52.0;8;400.0;567.0;4906.0;52.5;72;US
52.0;8;260.0;570.0;4654.0;52.0;72;US
52.0;8;250.0;580.0;4499.0;52.5;72;US
58.0;6;222.0;500.0;2789.0;55.0;72;US
20.0;4;97.00;88.00;2279.0;59.0;72;Japan
25.0;4;540.0;72.00;2405.0;59.5;72;US
22.0;4;508.0;94.00;2279.0;56.5;72;Japan
58.0;2;70.00;90.00;2524.0;52.5;72;Japan
59.0;4;522.0;85.00;2250.0;58.5;72;US
25.0;6;555.0;507.0;2472.0;54.0;72;US
26.0;4;98.00;90.00;2265.0;55.5;72;Europe
55.0;8;250.0;545.0;4082.0;52.0;72;US
56.0;8;400.0;220.0;4278.0;9.50;72;US
29.0;4;68.00;49.00;5867.0;59.5;72;Europe
24.0;4;556.0;75.00;2558.0;55.5;72;Europe
20.0;4;554.0;95.00;2582.0;54.0;72;Europe
59.0;4;525.0;552.0;2868.0;55.5;72;Europe
55.0;8;258.0;550.0;2299.0;55.0;72;US
24.0;4;525.0;550.0;2660.0;54.0;72;Europe
20.0;6;556.0;522.0;2807.0;52.5;72;Japan
55.0;8;250.0;580.0;2664.0;55.0;72;US
20.0;6;598.0;95.00;2502.0;56.5;74;US
25.0;6;200.0;?;2875.0;57.0;74;US
59.0;6;222.0;500.0;2905.0;56.0;74;US
55.0;6;250.0;500.0;2226.0;57.0;74;US
25.0;4;79.00;67.00;5950.0;59.0;74;Japan
26.0;4;522.0;80.00;2455.0;56.5;74;US
22.0;4;75.00;65.00;5826.0;25.0;74;Japan
25.0;4;540.0;75.00;2542.0;57.0;74;US
56.0;6;250.0;500.0;2785.0;57.0;74;US
56.0;6;258.0;550.0;2622.0;58.0;74;US
58.0;6;225.0;505.0;2652.0;56.5;74;US
56.0;8;202.0;540.0;4545.0;54.0;74;US
52.0;8;250.0;550.0;4699.0;54.5;74;US
54.0;8;258.0;550.0;4457.0;52.5;74;US
54.0;8;202.0;540.0;4628.0;56.0;74;US
54.0;8;204.0;550.0;4257.0;55.5;74;US
29.0;4;98.00;82.00;2259.0;56.5;74;Europe
26.0;4;79.00;67.00;5962.0;55.5;74;Europe
26.0;4;97.00;78.00;2200.0;54.5;74;Europe
25.0;4;76.00;52.00;5649.0;56.5;74;Japan
22.0;4;82.00;65.00;2002.0;59.0;74;Japan
28.0;4;90.00;75.00;2525.0;54.5;74;US
24.0;4;90.00;75.00;2508.0;55.5;74;Europe
26.0;4;556.0;75.00;2246.0;54.0;74;Europe
24.0;4;520.0;97.00;2489.0;55.0;74;Japan
26.0;4;508.0;92.00;2295.0;55.5;74;Japan
25.0;4;79.00;67.00;2000.0;56.0;74;Europe
59.0;6;225.0;95.00;2264.0;56.0;75;US
58.0;6;250.0;505.0;2459.0;56.0;75;US
55.0;6;250.0;72.00;2422.0;25.0;75;US
55.0;6;250.0;72.00;2558.0;59.5;75;US
56.0;8;400.0;570.0;4668.0;55.5;75;US
55.0;8;250.0;545.0;4440.0;54.0;75;US
56.0;8;258.0;550.0;4498.0;54.5;75;US
54.0;8;255.0;548.0;4657.0;52.5;75;US
57.0;6;225.0;550.0;2907.0;25.0;75;US
56.0;6;250.0;505.0;2897.0;58.5;75;US
55.0;6;258.0;550.0;2720.0;59.0;75;US
58.0;6;225.0;95.00;2785.0;59.0;75;US
25.0;6;225.0;550.0;2029.0;55.0;75;US
20.0;8;262.0;550.0;2225.0;52.5;75;US
52.0;8;202.0;529.0;2569.0;52.0;75;US
29.0;4;97.00;75.00;2575.0;56.0;75;Japan
22.0;4;540.0;82.00;2629.0;57.0;75;US
20.0;6;222.0;500.0;2954.0;56.0;75;US
22.0;4;540.0;78.00;2592.0;58.5;75;US
24.0;4;524.0;96.00;2702.0;52.5;75;Japan
25.0;4;90.00;75.00;2222.0;56.5;75;Europe
24.0;4;559.0;97.00;2545.0;57.0;75;Japan
58.0;6;575.0;97.00;2984.0;54.5;75;US
29.0;4;90.00;70.00;5927.0;54.0;75;Europe
59.0;6;222.0;90.00;2255.0;57.0;75;US
22.0;4;555.0;95.00;2694.0;55.0;75;Europe
22.0;4;520.0;88.00;2957.0;57.0;75;Europe
22.0;4;525.0;98.00;2945.0;54.5;75;Europe
25.0;4;525.0;555.0;2675.0;52.5;75;Europe
22.0;4;95.00;52.00;5795.0;57.5;75;Japan
28.0;4;507.0;86.00;2464.0;55.5;76;Europe
25.0;4;556.0;85.00;2220.0;56.9;76;Europe
25.0;4;540.0;92.00;2572.0;54.9;76;US
26.0;4;98.00;79.00;2255.0;57.7;76;US
27.0;4;505.0;82.00;2202.0;55.2;76;Europe
57.5;8;205.0;540.0;4255.0;52.0;76;US
56.0;8;258.0;550.0;4590.0;52.0;76;US
55.5;8;204.0;520.0;2962.0;52.9;76;US
54.5;8;255.0;552.0;4255.0;52.8;76;US
22.0;6;225.0;500.0;2222.0;55.4;76;US
22.0;6;250.0;505.0;2252.0;54.5;76;US
24.0;6;200.0;85.00;2052.0;57.6;76;US
22.5;6;222.0;90.00;2085.0;57.6;76;US
29.0;4;85.00;52.00;2025.0;22.2;76;US
24.5;4;98.00;60.00;2564.0;22.5;76;US
29.0;4;90.00;70.00;5927.0;54.2;76;Europe
22.0;4;95.00;52.00;5795.0;57.4;76;Japan
20.0;6;225.0;500.0;2655.0;57.7;76;US
58.0;6;250.0;78.00;2574.0;25.0;76;US
58.5;6;250.0;550.0;2645.0;56.2;76;US
57.5;6;258.0;95.00;2592.0;57.8;76;US
29.5;4;97.00;75.00;5825.0;52.2;76;Europe
22.0;4;85.00;70.00;5990.0;57.0;76;Japan
28.0;4;97.00;75.00;2555.0;56.4;76;Japan
26.5;4;540.0;72.00;2565.0;52.6;76;US
20.0;4;520.0;502.0;2550.0;55.7;76;Europe
52.0;8;258.0;550.0;2940.0;52.2;76;US
59.0;4;520.0;88.00;2270.0;25.9;76;Europe
59.0;6;556.0;508.0;2920.0;55.5;76;Japan
56.5;6;568.0;520.0;2820.0;56.7;76;Europe
56.5;8;250.0;580.0;4280.0;52.5;76;US
52.0;8;250.0;545.0;4055.0;52.0;76;US
52.0;8;202.0;520.0;2870.0;55.0;76;US
52.0;8;258.0;550.0;2755.0;54.0;76;US
25.5;4;98.00;68.00;2045.0;58.5;77;Japan
20.0;4;555.0;80.00;2555.0;54.8;77;US
26.0;4;79.00;58.00;5825.0;58.6;77;Europe
25.5;4;522.0;96.00;2200.0;55.5;77;US
22.5;4;85.00;70.00;5945.0;56.8;77;Japan
57.5;8;205.0;545.0;2880.0;52.5;77;US
57.0;8;260.0;550.0;4060.0;59.0;77;US
55.5;8;258.0;545.0;4540.0;52.7;77;US
55.0;8;202.0;520.0;4295.0;54.9;77;US
57.5;6;250.0;550.0;2520.0;56.4;77;US
20.5;6;225.0;505.0;2425.0;56.9;77;US
59.0;6;225.0;500.0;2620.0;57.7;77;US
58.5;6;250.0;98.00;2525.0;59.0;77;US
56.0;8;400.0;580.0;4220.0;55.5;77;US
55.5;8;250.0;570.0;4565.0;55.4;77;US
55.5;8;400.0;590.0;4225.0;52.2;77;US
56.0;8;255.0;549.0;4225.0;54.5;77;US
29.0;4;97.00;78.00;5940.0;54.5;77;Europe
24.5;4;555.0;88.00;2740.0;56.0;77;US
26.0;4;97.00;75.00;2265.0;58.2;77;Japan
25.5;4;540.0;89.00;2755.0;55.8;77;US
20.5;4;98.00;62.00;2055.0;57.0;77;US
22.5;4;98.00;82.00;2075.0;55.9;77;US
20.0;4;97.00;67.00;5985.0;56.4;77;Japan
20.5;4;97.00;78.00;2590.0;54.5;77;Europe
22.0;6;546.0;97.00;2855.0;54.5;77;Japan
25.5;4;525.0;550.0;2600.0;52.8;77;Europe
25.5;2;80.00;550.0;2720.0;52.5;77;Japan
42.5;4;90.00;48.00;5985.0;25.5;78;Europe
26.5;4;98.00;66.00;5800.0;54.4;78;US
22.8;4;78.00;52.00;5985.0;59.4;78;Japan
29.4;4;85.00;70.00;2070.0;58.6;78;Japan
26.5;4;95.00;60.00;5800.0;56.4;78;Japan
59.9;8;260.0;550.0;2265.0;55.5;78;US
59.4;8;258.0;540.0;2725.0;52.2;78;US
20.2;8;202.0;529.0;2570.0;52.8;78;US
59.2;6;225.0;505.0;2525.0;59.2;78;US
20.5;6;200.0;95.00;2555.0;58.2;78;US
20.2;6;200.0;85.00;2965.0;55.8;78;US
25.5;4;540.0;88.00;2720.0;55.4;78;US
20.5;6;225.0;500.0;2420.0;57.2;78;US
59.4;6;222.0;90.00;2250.0;57.2;78;US
20.6;6;225.0;505.0;2280.0;55.8;78;US
20.8;6;200.0;85.00;2070.0;56.7;78;US
58.6;6;225.0;550.0;2620.0;58.7;78;US
58.5;6;258.0;520.0;2450.0;55.5;78;US
59.2;8;205.0;545.0;2425.0;52.2;78;US
57.7;6;225.0;565.0;2445.0;52.4;78;US
58.5;8;202.0;529.0;2205.0;55.2;78;US
57.5;8;258.0;540.0;4080.0;52.7;78;US
20.0;4;98.00;68.00;2555.0;56.5;78;US
27.5;4;524.0;95.00;2560.0;54.2;78;Japan
27.2;4;559.0;97.00;2200.0;54.7;78;Japan
20.9;4;505.0;75.00;2220.0;54.5;78;US
25.5;4;524.0;95.00;2555.0;54.8;78;Japan
22.2;4;556.0;505.0;2745.0;56.7;78;US
22.8;4;555.0;85.00;2855.0;57.6;78;US
22.9;4;559.0;97.00;2405.0;54.9;78;Japan
20.2;5;525.0;502.0;2820.0;55.9;78;Europe
57.0;6;562.0;525.0;2540.0;52.6;78;Europe
25.6;4;525.0;555.0;2795.0;55.7;78;Europe
56.2;6;562.0;522.0;2450.0;55.8;78;Europe
25.5;4;89.00;75.00;5990.0;54.9;78;Europe
29.5;4;98.00;68.00;2525.0;56.6;78;Japan
25.5;6;225.0;555.0;2245.0;55.4;79;US
59.8;6;200.0;85.00;2990.0;58.2;79;US
22.2;4;540.0;88.00;2890.0;57.2;79;US
20.2;6;222.0;90.00;2265.0;58.2;79;US
20.6;6;225.0;550.0;2260.0;56.6;79;US
57.0;8;205.0;520.0;2840.0;55.4;79;US
57.6;8;202.0;529.0;2725.0;52.4;79;US
56.5;8;255.0;528.0;2955.0;52.2;79;US
58.2;8;258.0;525.0;2820.0;55.2;79;US
56.9;8;250.0;555.0;4260.0;54.9;79;US
55.5;8;255.0;542.0;4054.0;54.2;79;US
59.2;8;267.0;525.0;2605.0;55.0;79;US
58.5;8;260.0;550.0;2940.0;52.0;79;US
25.9;4;89.00;75.00;5925.0;54.0;79;Europe
24.5;4;86.00;65.00;5975.0;55.2;79;Japan
25.7;4;98.00;80.00;5955.0;54.4;79;US
27.4;4;525.0;80.00;2670.0;55.0;79;US
25.4;5;582.0;77.00;2520.0;20.5;79;Europe
22.0;8;250.0;525.0;2900.0;57.4;79;US
27.2;4;545.0;75.00;2590.0;24.8;79;Europe
22.9;8;260.0;90.00;2420.0;22.2;79;US
24.2;4;505.0;70.00;2200.0;52.2;79;US
24.5;4;505.0;70.00;2550.0;54.9;79;US
25.8;4;85.00;65.00;2020.0;59.2;79;Japan
27.2;4;95.00;69.00;2520.0;54.7;79;Europe
28.4;4;555.0;90.00;2670.0;56.0;79;US
28.8;6;572.0;555.0;2595.0;55.2;79;US
26.8;6;572.0;555.0;2700.0;52.9;79;US
22.5;4;555.0;90.00;2556.0;52.2;79;US
45.5;4;98.00;76.00;2544.0;54.7;80;Europe
28.5;4;89.00;60.00;5968.0;58.8;80;Japan
22.5;4;98.00;70.00;2520.0;55.5;80;US
27.2;4;86.00;65.00;2059.0;56.4;80;Japan
28.0;4;555.0;90.00;2678.0;56.5;80;US
26.4;4;540.0;88.00;2870.0;58.5;80;US
24.2;4;555.0;90.00;2002.0;20.5;80;US
59.5;6;225.0;90.00;2285.0;58.7;80;US
24.2;4;97.00;78.00;2588.0;55.8;80;Europe
29.8;4;524.0;90.00;2755.0;55.5;80;Japan
25.2;4;520.0;75.00;2542.0;57.5;80;Japan
27.0;4;559.0;92.00;2424.0;55.0;80;Japan
22.2;4;508.0;75.00;2265.0;55.2;80;Japan
46.6;4;86.00;65.00;2550.0;57.9;80;Japan
27.9;4;556.0;505.0;2800.0;54.4;80;US
40.8;4;85.00;65.00;2550.0;59.2;80;Japan
44.2;4;90.00;48.00;2085.0;25.7;80;Europe
42.4;4;90.00;48.00;2225.0;22.7;80;Europe
26.4;5;525.0;67.00;2950.0;59.9;80;Europe
20.0;4;546.0;67.00;2250.0;25.8;80;Europe
44.6;4;95.00;67.00;5850.0;52.8;80;Japan
40.9;4;85.00;?;5825.0;57.2;80;Europe
22.8;4;97.00;67.00;2545.0;58.0;80;Japan
29.8;4;89.00;62.00;5845.0;55.2;80;Europe
22.7;6;568.0;522.0;2950.0;55.4;80;Japan
22.7;2;70.00;500.0;2420.0;52.5;80;Japan
25.0;4;522.0;88.00;2500.0;55.5;80;Europe
22.6;4;540.0;?;2905.0;54.2;80;US
22.4;4;507.0;72.00;2290.0;57.0;80;Japan
27.2;4;525.0;84.00;2490.0;55.7;85;US
26.6;4;555.0;84.00;2625.0;56.4;85;US
25.8;4;556.0;92.00;2620.0;54.4;85;US
22.5;6;572.0;550.0;2725.0;52.6;85;US
20.0;4;525.0;84.00;2285.0;52.9;85;US
29.5;4;79.00;58.00;5755.0;56.9;85;Japan
29.0;4;86.00;64.00;5875.0;56.4;85;US
25.5;4;85.00;60.00;5760.0;56.5;85;Japan
22.2;4;97.00;67.00;2065.0;57.8;85;Japan
27.0;4;85.00;65.00;5975.0;59.4;85;Japan
27.7;4;89.00;62.00;2050.0;57.2;85;Japan
24.5;4;95.00;68.00;5985.0;56.0;85;Japan
24.7;4;505.0;62.00;2255.0;54.9;85;US
24.4;4;98.00;65.00;2045.0;56.2;85;US
29.9;4;98.00;65.00;2280.0;20.7;85;US
22.0;4;505.0;74.00;2590.0;54.2;85;Europe
24.5;4;500.0;?;2220.0;55.8;85;Europe
22.7;4;507.0;75.00;2250.0;54.4;85;Japan
22.4;4;508.0;75.00;2250.0;56.8;85;Japan
22.9;4;559.0;500.0;2655.0;54.8;85;Japan
25.6;4;520.0;74.00;2625.0;58.2;85;Japan
28.5;4;545.0;80.00;2220.0;20.4;85;Europe
20.7;6;545.0;76.00;2560.0;59.6;85;Europe
25.4;6;568.0;556.0;2900.0;52.6;85;Japan
24.2;6;546.0;520.0;2920.0;52.8;85;Japan
22.4;6;225.0;550.0;2455.0;55.8;85;US
26.6;8;250.0;505.0;2725.0;59.0;85;US
20.2;6;200.0;88.00;2060.0;57.5;85;US
57.6;6;225.0;85.00;2465.0;56.6;85;US
28.0;4;552.0;88.00;2605.0;59.6;82;US
27.0;4;552.0;88.00;2640.0;58.6;82;US
24.0;4;552.0;88.00;2295.0;58.0;82;US
25.0;4;552.0;85.00;2575.0;56.2;82;US
29.0;4;525.0;84.00;2525.0;56.0;82;US
27.0;4;555.0;90.00;2725.0;58.0;82;US
24.0;4;540.0;92.00;2865.0;56.4;82;US
22.0;4;555.0;?;2025.0;20.5;82;US
26.0;4;505.0;74.00;5980.0;55.2;82;Europe
27.0;4;95.00;68.00;2025.0;58.2;82;Japan
25.0;4;95.00;68.00;5970.0;57.6;82;Japan
28.0;4;505.0;62.00;2525.0;54.7;82;US
26.0;4;98.00;70.00;2525.0;57.2;82;US
26.0;4;520.0;88.00;2560.0;54.5;82;Japan
26.0;4;507.0;75.00;2205.0;54.5;82;Japan
